message,label
Get inheritance with this simple trick,1
Final notice: {0} expires today,1
Claim {0} within 24 hours,1
Agenda newsletter from your favorite blog,0
Budget {0} approved,0
January appointment confirmed,0
Hotel {0} reservation confirmed,0
{0} pending confirmation,1
{0} pending confirmation,1
{0} training session scheduled,0
Act now to get special bonus,1
{0} report is ready to view,0
Confirm your {0} details,1
Verify your password immediately,1
Project deadline extended to Details,0
Contract {0} approved,0
Get password with this simple trick,1
Invoice {0} processed successfully,0
Update your tax refund now,1
Urgent: Your secret offer will be blocked,1
Calendar invitation for {0},0
{0} training session scheduled,0
Your account requires unusual activity,1
Delivery {0} confirmed,0
Get bank account with this simple trick,1
Hotel {0} reservation confirmed,0
Your {0} subscription renewed,0
Urgent: Your free vacation will be blocked,1
Your {0} needs attention,1
Order {0} shipped,0
Order {0} shipped,0
Meeting notes {0} attached,0
Calendar invitation for {0},0
{0} notification alert,1
Click here to {0},1
Unlock your {0} instantly,1
{0} ticket booked,0
Review team meeting agenda,0
Verify your free vacation immediately,1
Meeting team meeting agenda,0
Don't miss out on this premium upgrade,1
{0} notification alert,1
Get special bonus with this simple trick,1
Claim {0} within 24 hours,1
Invoice {0} processed successfully,0
Invoice {0} processed successfully,0
Congratulations you are selected for {0},1
Unlock your {0} instantly,1
{0} notification alert,1
Contract {0} approved,0
Your prize money is about to expire,1
Team {0} scheduled for tomorrow,0
Act now to get exclusive deal,1
Act now to get exclusive deal,1
{0} report is ready to view,0
Suspicious activity on your special bonus,1
Meeting notes {0} attached,0
Update newsletter from your favorite blog,0
Hotel {0} reservation confirmed,0
Budget {0} approved,0
Your {0} needs attention,1
Meeting notes {0} attached,0
Meeting notes {0} attached,0
Project deadline extended to Conference,0
Congratulations! Claim your inheritance today,1
Evening appointment confirmed,0
Click here to {0},1
You qualified for {0},1
Document {0} requires your approval,0
Suspicious activity on your fraud alert,1
Contract {0} approved,0
Confirm your {0} details,1
Special emergency update just for you,1
Special inheritance just for you,1
You qualified for {0},1
Your personal details is about to expire,1
Afternoon team meeting agenda,0
Your bank account is about to expire,1
Your {0} needs attention,1
Claim your free verification required today,1
Final notice: {0} expires today,1
Unlock your {0} instantly,1
Flight {0} departure reminder,0
{0} pending confirmation,1
Congratulations! Claim your fraud alert today,1
December appointment confirmed,0
{0} training session scheduled,0
{0} has been awarded to you,1
Delivery {0} confirmed,0
Your {0} has been updated,0
Your {0} password expires soon,0
March newsletter from your favorite blog,0
New opportunity for {0},1
You have won free vacation! Click the link now,1
Flight {0} departure reminder,0
Urgent: Your tax refund will be blocked,1
Urgent: Your personal details will be blocked,1
Click here to {0},1
Your {0} has been updated,0
Don't miss out on this bank account,1
Your {0} has been updated,0
Flight {0} departure reminder,0
Receipt newsletter from your favorite blog,0
{0} training session scheduled,0
Your {0} has been updated,0
Delivery {0} confirmed,0
Suspicious activity on your verification required,1
Special free vacation just for you,1
You qualified for {0},1
Your {0} subscription renewed,0
Monthly newsletter from your favorite blog,0
{0} pending confirmation,1
Hotel {0} reservation confirmed,0
Team {0} scheduled for tomorrow,0
Team newsletter from your favorite blog,0
February dinner tonight at home,0
Invoice {0} processed successfully,0
Your {0} password expires soon,0
Re-activate your {0} account,1
Unlock your {0} instantly,1
Reminder your 2pm is tomorrow,0
Hotel {0} reservation confirmed,0
{0} has been awarded to you,1
Verify your crypto reward immediately,1
{0} training session scheduled,0
Delivery {0} confirmed,0
Meeting notes {0} attached,0
Invoice {0} processed successfully,0
Special exclusive access just for you,1
Verify your gift card immediately,1
Meeting scheduled at Q4,0
Invoice {0} processed successfully,0
Budget {0} approved,0
{0} has been awarded to you,1
Click here to {0},1
Contract {0} approved,0
Confirm your {0} details,1
Claim {0} within 24 hours,1
Congratulations! Claim your free vacation today,1
Budget dinner tonight at home,0
Family with colleagues at Family,0
Your account requires personal details,1
Invoice appointment confirmed,0
Congratulations you are selected for {0},1
{0} training session scheduled,0
Performance {0} completed,0
Meeting notes {0} attached,0
Performance {0} completed,0
You qualified for {0},1
Status update on {0} project,0
Budget {0} approved,0
Congratulations you are selected for {0},1
August appointment confirmed,0
{0} has been awarded to you,1
You qualified for {0},1
Order {0} shipped,0
Click to receive your {0},1
Your account suspension is about to expire,1
Your {0} has been updated,0
You have won gift card! Click the link now,1
Meeting notes {0} attached,0
Don't miss out on this lottery prize,1
October with colleagues at October,0
Status update on {0} project,0
Meeting notes {0} attached,0
{0} training session scheduled,0
October with colleagues at October,0
Update your crypto reward now,1
Unlock your {0} instantly,1
Team team meeting agenda,0
Project deadline extended to December,0
{0} report is ready to view,0
{0} notification alert,1
Don't miss out on this investment opportunity,1
January appointment confirmed,0
New {0} available in your account,0
Final notice: {0} expires today,1
{0} notification alert,1
Monthly dinner tonight at home,0
Get password with this simple trick,1
You qualified for {0},1
Act now to get payment confirmation,1
You qualified for {0},1
Claim {0} within 24 hours,1
Congratulations! Claim your tax refund today,1
Payroll {0} processed,0
Click to receive your {0},1
Congratulations you are selected for {0},1
Your {0} password expires soon,0
Confirm your {0} details,1
Status update on {0} project,0
Action required on your {0},1
Act now to get inheritance,1
Flight {0} departure reminder,0
Verify your lottery prize immediately,1
Your payment confirmation is about to expire,1
Re-activate your {0} account,1
Congratulations you are selected for {0},1
{0} report is ready to view,0
Meeting scheduled at Q2,0
Special special bonus just for you,1
Get unlimited credits with this simple trick,1
April dinner tonight at home,0
Flight {0} departure reminder,0
Contract {0} approved,0
January attached for last month services,0
Congratulations you are selected for {0},1
Your {0} request approved,1
Special unlimited credits just for you,1
September dinner tonight at home,0
Report team meeting agenda,0
Click here to {0},1
Calendar invitation for {0},0
Your account requires exclusive deal,1
Reminder your 2pm is tomorrow,0
Suspicious activity on your account access,1
May newsletter from your favorite blog,0
Meeting scheduled at Invoice,0
Calendar invitation for {0},0
Invoice {0} processed successfully,0
Final notice: {0} expires today,1
Unlock your {0} instantly,1
New opportunity for {0},1
Your {0} subscription renewed,0
You qualified for {0},1
{0} ticket booked,0
Act now to get verification required,1
Claim {0} within 24 hours,1
Order {0} shipped,0
Re-activate your {0} account,1
New {0} available in your account,0
Invoice {0} processed successfully,0
{0} training session scheduled,0
Click here to {0},1
Confirm your {0} details,1
Urgent: Your free shipping will be blocked,1
Final notice: {0} expires today,1
Friday attached for last month services,0
Act now to get payment method,1
Congratulations! Claim your unusual activity today,1
Get credit card with this simple trick,1
Calendar invitation for {0},0
Your {0} request approved,1
Act now to get tax refund,1
Claim {0} within 24 hours,1
Don't miss out on this unusual activity,1
{0} report is ready to view,0
You have won fraud alert! Click the link now,1
Confirm your {0} details,1
{0} ticket booked,0
Special verification required just for you,1
New {0} available in your account,0
Your {0} password expires soon,0
New opportunity for {0},1
Congratulations you are selected for {0},1
Project deadline extended to December,0
Congratulations! Claim your special bonus today,1
Hotel {0} reservation confirmed,0
Urgent: Your investment opportunity will be blocked,1
Delivery {0} confirmed,0
New opportunity for {0},1
Calendar invitation for {0},0
Click to receive your {0},1
Order {0} shipped,0
Claim {0} within 24 hours,1
Contract {0} approved,0
New {0} available in your account,0
Limited time offer: cash back,1
Document {0} requires your approval,0
Limited time offer: tax refund,1
Document {0} requires your approval,0
New {0} available in your account,0
Verify your secret offer immediately,1
Your account requires secret offer,1
Re-activate your {0} account,1
Your {0} request approved,1
{0} notification alert,1
Your verification required is about to expire,1
Your account requires security code,1
Calendar invitation for {0},0
Budget {0} approved,0
Details appointment confirmed,0
Status update on {0} project,0
Congratulations! Claim your account suspension today,1
Night team meeting agenda,0
Budget {0} approved,0
{0} ticket booked,0
Status update on {0} project,0
Update your inheritance now,1
Your account requires inheritance,1
Performance {0} completed,0
{0} training session scheduled,0
Receipt team meeting agenda,0
Suspicious activity on your password,1
Act now to get membership status,1
Congratulations! Claim your bonus payment today,1
{0} pending confirmation,1
August appointment confirmed,0
Special cash back just for you,1
You qualified for {0},1
Congratulations! Claim your personal details today,1
Monthly with colleagues at Monthly,0
February newsletter from your favorite blog,0
New opportunity for {0},1
Your fraud alert is about to expire,1
Afternoon team meeting agenda,0
Your {0} has been updated,0
Friday appointment confirmed,0
Final notice: {0} expires today,1
Team {0} scheduled for tomorrow,0
Your emergency update is about to expire,1
Project deadline extended to Family,0
Your payment method is about to expire,1
Special verification required just for you,1
Q1 dinner tonight at home,0
Urgent: Your bank account will be blocked,1
Update your emergency update now,1
Project deadline extended to 10am,0
Special special bonus just for you,1
You qualified for {0},1
Limited time offer: hidden benefit,1
Hotel {0} reservation confirmed,0
Project deadline extended to Schedule,0
{0} training session scheduled,0
{0} report is ready to view,0
{0} has been awarded to you,1
Delivery {0} confirmed,0
Re-activate your {0} account,1
New opportunity for {0},1
Final notice: {0} expires today,1
Get exclusive deal with this simple trick,1
New opportunity for {0},1
Project deadline extended to Budget,0
Conference newsletter from your favorite blog,0
Payroll {0} processed,0
{0} report is ready to view,0
Confirm your {0} details,1
Payroll {0} processed,0
Claim {0} within 24 hours,1
Meeting scheduled at Team,0
Special premium upgrade just for you,1
Claim {0} within 24 hours,1
Your {0} needs attention,1
Status update on {0} project,0
September newsletter from your favorite blog,0
Special credit card just for you,1
{0} report is ready to view,0
Hotel {0} reservation confirmed,0
You qualified for {0},1
Unlock your {0} instantly,1
Your {0} password expires soon,0
Your {0} has been updated,0
You have won crypto reward! Click the link now,1
Your {0} request approved,1
Project deadline extended to Receipt,0
Invoice {0} processed successfully,0
Final notice: {0} expires today,1
Payroll {0} processed,0
Don't miss out on this lottery prize,1
Unlock your {0} instantly,1
Your account requires inheritance,1
February appointment confirmed,0
Don't miss out on this gift card,1
Congratulations! Claim your lottery prize today,1
Congratulations you are selected for {0},1
July team meeting agenda,0
{0} report is ready to view,0
Reminder your Schedule is tomorrow,0
Order {0} shipped,0
New opportunity for {0},1
Order {0} shipped,0
Your {0} password expires soon,0
Meeting newsletter from your favorite blog,0
Congratulations! Claim your account access today,1
Unlock your {0} instantly,1
Q1 newsletter from your favorite blog,0
Claim your free free shipping today,1
Special password just for you,1
Status update on {0} project,0
Project deadline extended to Evening,0
You qualified for {0},1
Invoice team meeting agenda,0
Flight {0} departure reminder,0
Project deadline extended to 2pm,0
Claim your free verification required today,1
Your {0} subscription renewed,0
Confirmation appointment confirmed,0
Reminder your Confirmation is tomorrow,0
Your {0} has been updated,0
Performance {0} completed,0
Confirm your {0} details,1
Click to receive your {0},1
Delivery {0} confirmed,0
Suspicious activity on your secret offer,1
Your {0} password expires soon,0
Unlock your {0} instantly,1
Morning appointment confirmed,0
Invoice {0} processed successfully,0
Your {0} password expires soon,0
Claim {0} within 24 hours,1
Afternoon with colleagues at Afternoon,0
Feedback team meeting agenda,0
Meeting scheduled at Budget,0
Action required on your {0},1
Your account requires security code,1
Your {0} password expires soon,0
{0} training session scheduled,0
Your {0} has been updated,0
Your exclusive access is about to expire,1
Performance {0} completed,0
Verify your membership status immediately,1
New opportunity for {0},1
Afternoon appointment confirmed,0
{0} notification alert,1
{0} pending confirmation,1
Meeting scheduled at January,0
Afternoon newsletter from your favorite blog,0
Congratulations! Claim your special bonus today,1
Budget {0} approved,0
December dinner tonight at home,0
Your free shipping is about to expire,1
Confirm your {0} details,1
Your {0} subscription renewed,0
Afternoon appointment confirmed,0
Special emergency update just for you,1
Final notice: {0} expires today,1
Claim {0} within 24 hours,1
Your {0} has been updated,0
Your {0} needs attention,1
{0} has been awarded to you,1
Schedule attached for last month services,0
Claim {0} within 24 hours,1
Hotel {0} reservation confirmed,0
Order {0} shipped,0
Payroll {0} processed,0
Special lottery prize just for you,1
Your {0} request approved,1
Q1 team meeting agenda,0
Meeting scheduled at Confirmation,0
Schedule appointment confirmed,0
Your {0} subscription renewed,0
{0} ticket booked,0
Update your unusual activity now,1
Project deadline extended to September,0
You have won personal details! Click the link now,1
{0} ticket booked,0
Document {0} requires your approval,0
Congratulations! Claim your personal details today,1
Performance {0} completed,0
2pm with colleagues at 2pm,0
Congratulations! Claim your free vacation today,1
Order {0} shipped,0
You qualified for {0},1
Don't miss out on this password,1
Verify your bank account immediately,1
{0} ticket booked,0
Get free shipping with this simple trick,1
Project deadline extended to Q1,0
New opportunity for {0},1
Your {0} request approved,1
Claim your free personal details today,1
Your {0} subscription renewed,0
Afternoon attached for last month services,0
New {0} available in your account,0
July dinner tonight at home,0
You qualified for {0},1
Claim your free special bonus today,1
Special account suspension just for you,1
Status update on {0} project,0
{0} has been awarded to you,1
Action required on your {0},1
Contract {0} approved,0
Payroll {0} processed,0
Unlock your {0} instantly,1
Don't miss out on this unusual activity,1
{0} notification alert,1
Your {0} request approved,1
Hotel {0} reservation confirmed,0
Re-activate your {0} account,1
Hotel {0} reservation confirmed,0
Contract {0} approved,0
Meeting notes {0} attached,0
Get membership status with this simple trick,1
Contract {0} approved,0
Final notice: {0} expires today,1
Document {0} requires your approval,0
{0} notification alert,1
Act now to get crypto reward,1
Invoice {0} processed successfully,0
Claim your free bank account today,1
{0} report is ready to view,0
Click here to {0},1
Congratulations you are selected for {0},1
New opportunity for {0},1
Meeting scheduled at Q2,0
{0} has been awarded to you,1
{0} has been awarded to you,1
Meeting scheduled at Budget,0
Verify your exclusive deal immediately,1
Conference attached for last month services,0
Final notice: {0} expires today,1
Flight {0} departure reminder,0
Click here to {0},1
Afternoon newsletter from your favorite blog,0
Contract {0} approved,0
{0} ticket booked,0
Congratulations! Claim your membership status today,1
Your {0} request approved,1
Verify your payment confirmation immediately,1
{0} training session scheduled,0
Urgent: Your free vacation will be blocked,1
2026 appointment confirmed,0
Hotel {0} reservation confirmed,0
New opportunity for {0},1
Urgent: Your emergency update will be blocked,1
Your {0} subscription renewed,0
Unlock your {0} instantly,1
March appointment confirmed,0
Your account requires exclusive deal,1
Reminder your Review is tomorrow,0
Claim your free special bonus today,1
2026 dinner tonight at home,0
Act now to get account suspension,1
Re-activate your {0} account,1
Your {0} password expires soon,0
2026 newsletter from your favorite blog,0
Document {0} requires your approval,0
New {0} available in your account,0
Your {0} needs attention,1
Delivery {0} confirmed,0
Your {0} password expires soon,0
Friday appointment confirmed,0
Unlock your {0} instantly,1
You qualified for {0},1
Get emergency update with this simple trick,1
Special payment method just for you,1
Your {0} request approved,1
{0} notification alert,1
September team meeting agenda,0
Hotel {0} reservation confirmed,0
December team meeting agenda,0
Congratulations! Claim your prize money today,1
{0} report is ready to view,0
Receipt team meeting agenda,0
Update your password now,1
Monthly attached for last month services,0
Invoice {0} processed successfully,0
Claim your free special bonus today,1
{0} has been awarded to you,1
Claim {0} within 24 hours,1
Your {0} has been updated,0
Delivery {0} confirmed,0
Your {0} needs attention,1
Confirm your {0} details,1
2pm newsletter from your favorite blog,0
Your {0} request approved,1
Action required on your {0},1
Re-activate your {0} account,1
Weekly newsletter from your favorite blog,0
Calendar invitation for {0},0
Update your exclusive access now,1
Congratulations! Claim your tax refund today,1
Calendar invitation for {0},0
February appointment confirmed,0
Final notice: {0} expires today,1
Document {0} requires your approval,0
Final notice: {0} expires today,1
Your {0} password expires soon,0
Meeting notes {0} attached,0
Monday dinner tonight at home,0
Calendar invitation for {0},0
Congratulations you are selected for {0},1
Click here to {0},1
Invoice {0} processed successfully,0
Team newsletter from your favorite blog,0
Verify your special bonus immediately,1
New {0} available in your account,0
Your {0} request approved,1
Don't miss out on this secret offer,1
Reminder your Night is tomorrow,0
Update your premium upgrade now,1
Status update on {0} project,0
Your {0} password expires soon,0
Project deadline extended to Monday,0
September newsletter from your favorite blog,0
Meeting notes {0} attached,0
Budget {0} approved,0
Meeting attached for last month services,0
Your {0} has been updated,0
Team appointment confirmed,0
Don't miss out on this password,1
Flight {0} departure reminder,0
New opportunity for {0},1
Final notice: {0} expires today,1
Delivery {0} confirmed,0
Calendar invitation for {0},0
Team {0} scheduled for tomorrow,0
You have won fraud alert! Click the link now,1
Update your account suspension now,1
Meeting notes {0} attached,0
Unlock your {0} instantly,1
Suspicious activity on your payment confirmation,1
Update your exclusive access now,1
Training attached for last month services,0
November appointment confirmed,0
Budget {0} approved,0
Calendar invitation for {0},0
Payroll {0} processed,0
Meeting notes {0} attached,0
Delivery {0} confirmed,0
Congratulations! Claim your account suspension today,1
You qualified for {0},1
Your {0} password expires soon,0
Delivery {0} confirmed,0
Flight {0} departure reminder,0
Reminder your April is tomorrow,0
{0} ticket booked,0
Final notice: {0} expires today,1
Your cash back is about to expire,1
Unlock your {0} instantly,1
Act now to get verification required,1
{0} notification alert,1
Limited time offer: cash back,1
Limited time offer: personal details,1
Update your unusual activity now,1
Delivery {0} confirmed,0
Click here to {0},1
{0} has been awarded to you,1
Urgent: Your cash back will be blocked,1
Update your credit card now,1
Reminder your Q4 is tomorrow,0
Update your account suspension now,1
Action required on your {0},1
Budget {0} approved,0
Unlock your {0} instantly,1
Payroll {0} processed,0
Hotel {0} reservation confirmed,0
New {0} available in your account,0
Act now to get hidden benefit,1
2pm team meeting agenda,0
Your account requires gift card,1
Action required on your {0},1
Order {0} shipped,0
New opportunity for {0},1
Your {0} needs attention,1
Claim {0} within 24 hours,1
Congratulations! Claim your bank account today,1
Special crypto reward just for you,1
Your exclusive access is about to expire,1
Budget {0} approved,0
Your {0} request approved,1
Hotel {0} reservation confirmed,0
Invoice {0} processed successfully,0
Your {0} request approved,1
Your {0} has been updated,0
Meeting scheduled at Team,0
Your account access is about to expire,1
Click to receive your {0},1
Performance {0} completed,0
Claim {0} within 24 hours,1
Act now to get tax refund,1
Contract {0} approved,0
Suspicious activity on your special bonus,1
Urgent: Your membership status will be blocked,1
Confirm your {0} details,1
Meeting notes {0} attached,0
Team {0} scheduled for tomorrow,0
{0} ticket booked,0
Get exclusive deal with this simple trick,1
{0} pending confirmation,1
Don't miss out on this tax refund,1
New opportunity for {0},1
Order {0} shipped,0
Limited time offer: bank account,1
You have won password! Click the link now,1
{0} training session scheduled,0
{0} has been awarded to you,1
Your {0} has been updated,0
Meeting notes {0} attached,0
July newsletter from your favorite blog,0
Invoice {0} processed successfully,0
Q3 with colleagues at Q3,0
Your cash back is about to expire,1
Your {0} needs attention,1
Reminder your Meeting is tomorrow,0
Team {0} scheduled for tomorrow,0
Performance {0} completed,0
Flight {0} departure reminder,0
Morning attached for last month services,0
You qualified for {0},1
Your {0} needs attention,1
Meeting scheduled at Q3,0
Status update on {0} project,0
Update your tax refund now,1
Click to receive your {0},1
Order {0} shipped,0
Special personal details just for you,1
Project deadline extended to Meeting,0
Team {0} scheduled for tomorrow,0
Limited time offer: free shipping,1
Unlock your {0} instantly,1
Urgent: Your exclusive access will be blocked,1
{0} ticket booked,0
Conference attached for last month services,0
{0} pending confirmation,1
Payroll {0} processed,0
{0} ticket booked,0
New opportunity for {0},1
Your {0} password expires soon,0
Meeting notes {0} attached,0
Your {0} needs attention,1
Delivery {0} confirmed,0
Order {0} shipped,0
Congratulations you are selected for {0},1
Suspicious activity on your bonus payment,1
Your {0} request approved,1
Hotel {0} reservation confirmed,0
Suspicious activity on your unusual activity,1
Your {0} request approved,1
Contract {0} approved,0
Get premium upgrade with this simple trick,1
Team {0} scheduled for tomorrow,0
Claim {0} within 24 hours,1
Performance {0} completed,0
April appointment confirmed,0
Don't miss out on this account access,1
Your {0} request approved,1
You qualified for {0},1
Performance {0} completed,0
Claim your free exclusive deal today,1
Limited time offer: membership status,1
Special credit card just for you,1
Hotel {0} reservation confirmed,0
Update your tax refund now,1
Special free shipping just for you,1
Click to receive your {0},1
Action required on your {0},1
{0} report is ready to view,0
December dinner tonight at home,0
Click to receive your {0},1
Friday dinner tonight at home,0
Re-activate your {0} account,1
Hotel {0} reservation confirmed,0
Limited time offer: payment confirmation,1
Your {0} password expires soon,0
Reminder your Friday is tomorrow,0
Your account requires free shipping,1
Status update on {0} project,0
Team {0} scheduled for tomorrow,0
Order {0} shipped,0
{0} pending confirmation,1
Meeting notes {0} attached,0
You have won gift card! Click the link now,1
Claim {0} within 24 hours,1
{0} has been awarded to you,1
Suspicious activity on your personal details,1
Urgent: Your fraud alert will be blocked,1
Reminder your Update is tomorrow,0
{0} training session scheduled,0
{0} ticket booked,0
Click here to {0},1
Act now to get gift card,1
Meeting scheduled at Team,0
Flight {0} departure reminder,0
{0} notification alert,1
Verify your membership status immediately,1
Training attached for last month services,0
Your account requires gift card,1
Confirm your {0} details,1
Invoice {0} processed successfully,0
Night dinner tonight at home,0
Your {0} password expires soon,0
Monday team meeting agenda,0
Your {0} request approved,1
Click here to {0},1
Click to receive your {0},1
Your verification required is about to expire,1
Monday newsletter from your favorite blog,0
{0} report is ready to view,0
Confirm your {0} details,1
Contract {0} approved,0
Unlock your {0} instantly,1
Order {0} shipped,0
{0} has been awarded to you,1
Performance {0} completed,0
Update team meeting agenda,0
Urgent: Your password will be blocked,1
March dinner tonight at home,0
Invoice {0} processed successfully,0
Team newsletter from your favorite blog,0
Unlock your {0} instantly,1
New opportunity for {0},1
Hotel {0} reservation confirmed,0
New {0} available in your account,0
New {0} available in your account,0
New opportunity for {0},1
Q2 dinner tonight at home,0
{0} notification alert,1
Limited time offer: bank account,1
Your {0} password expires soon,0
Project deadline extended to November,0
{0} has been awarded to you,1
Don't miss out on this personal details,1
Payroll {0} processed,0
Re-activate your {0} account,1
You qualified for {0},1
{0} report is ready to view,0
Update your tax refund now,1
Meeting scheduled at September,0
Family team meeting agenda,0
Invoice {0} processed successfully,0
Invoice {0} processed successfully,0
Team {0} scheduled for tomorrow,0
Team {0} scheduled for tomorrow,0
Verify your personal details immediately,1
Your {0} subscription renewed,0
Order {0} shipped,0
Special membership status just for you,1
Invoice {0} processed successfully,0
Limited time offer: hidden benefit,1
January appointment confirmed,0
{0} notification alert,1
Urgent: Your exclusive access will be blocked,1
Your account requires payment method,1
Your {0} request approved,1
Update your bank account now,1
Final notice: {0} expires today,1
April attached for last month services,0
Your {0} has been updated,0
Agenda team meeting agenda,0
Receipt attached for last month services,0
Act now to get prize money,1
Act now to get investment opportunity,1
Monday attached for last month services,0
Contract {0} approved,0
Suspicious activity on your gift card,1
Final notice: {0} expires today,1
Your {0} password expires soon,0
Budget {0} approved,0
Re-activate your {0} account,1
Your {0} subscription renewed,0
Your {0} password expires soon,0
Budget {0} approved,0
Meeting notes {0} attached,0
Meeting scheduled at Report,0
Hotel {0} reservation confirmed,0
Update your bonus payment now,1
Claim your free credit card today,1
Monday newsletter from your favorite blog,0
September newsletter from your favorite blog,0
Reminder your May is tomorrow,0
Team {0} scheduled for tomorrow,0
Document {0} requires your approval,0
New {0} available in your account,0
Your {0} has been updated,0
Confirmation appointment confirmed,0
Congratulations you are selected for {0},1
Limited time offer: bank account,1
Document {0} requires your approval,0
Afternoon newsletter from your favorite blog,0
Performance {0} completed,0
Action required on your {0},1
Calendar invitation for {0},0
Don't miss out on this payment method,1
{0} has been awarded to you,1
Calendar invitation for {0},0
July with colleagues at July,0
You have won exclusive access! Click the link now,1
Your account requires hidden benefit,1
Congratulations! Claim your special bonus today,1
Click here to {0},1
Reminder your May is tomorrow,0
Hotel {0} reservation confirmed,0
Flight {0} departure reminder,0
Meeting notes {0} attached,0
{0} report is ready to view,0
Act now to get cash back,1
New {0} available in your account,0
Special password just for you,1
Your {0} has been updated,0
Claim your free crypto reward today,1
Your account access is about to expire,1
Your {0} request approved,1
You have won security code! Click the link now,1
Weekly attached for last month services,0
Final notice: {0} expires today,1
Claim your free verification required today,1
Flight {0} departure reminder,0
Feedback appointment confirmed,0
Status update on {0} project,0
Your {0} password expires soon,0
Meeting notes {0} attached,0
Congratulations you are selected for {0},1
Team {0} scheduled for tomorrow,0
Weekly attached for last month services,0
Calendar invitation for {0},0
Get bank account with this simple trick,1
Payroll {0} processed,0
Verify your bonus payment immediately,1
Claim {0} within 24 hours,1
Confirm your {0} details,1
Budget {0} approved,0
Urgent: Your free vacation will be blocked,1
July team meeting agenda,0
Delivery {0} confirmed,0
Unlock your {0} instantly,1
{0} pending confirmation,1
Flight {0} departure reminder,0
Meeting notes {0} attached,0
February with colleagues at February,0
Your special bonus is about to expire,1
Re-activate your {0} account,1
Contract {0} approved,0
Re-activate your {0} account,1
You qualified for {0},1
Document {0} requires your approval,0
Claim {0} within 24 hours,1
Hotel {0} reservation confirmed,0
Contract {0} approved,0
Status update on {0} project,0
Payroll {0} processed,0
Contract {0} approved,0
Your account requires secret offer,1
Performance {0} completed,0
Confirm your {0} details,1
Click here to {0},1
Act now to get free vacation,1
Team {0} scheduled for tomorrow,0
Re-activate your {0} account,1
Agenda newsletter from your favorite blog,0
Status update on {0} project,0
Limited time offer: gift card,1
Meeting scheduled at April,0
{0} ticket booked,0
Limited time offer: unlimited credits,1
You have won free vacation! Click the link now,1
Get bonus payment with this simple trick,1
Family team meeting agenda,0
Confirm your {0} details,1
Update your bank account now,1
February newsletter from your favorite blog,0
{0} notification alert,1
Meeting notes {0} attached,0
Your cash back is about to expire,1
Final notice: {0} expires today,1
Order {0} shipped,0
Update your free shipping now,1
Click to receive your {0},1
Your {0} password expires soon,0
Performance {0} completed,0
You have won unlimited credits! Click the link now,1
{0} report is ready to view,0
Click to receive your {0},1
Invoice {0} processed successfully,0
{0} training session scheduled,0
Invoice {0} processed successfully,0
Calendar invitation for {0},0
Calendar invitation for {0},0
Flight {0} departure reminder,0
Document {0} requires your approval,0
Get tax refund with this simple trick,1
Reminder your November is tomorrow,0
Budget {0} approved,0
Calendar invitation for {0},0
{0} ticket booked,0
You qualified for {0},1
Reminder your December is tomorrow,0
Claim {0} within 24 hours,1
Update your exclusive deal now,1
Unlock your {0} instantly,1
Re-activate your {0} account,1
Your {0} has been updated,0
Your {0} subscription renewed,0
Congratulations! Claim your payment method today,1
Final notice: {0} expires today,1
Calendar invitation for {0},0
Hotel {0} reservation confirmed,0
Update your inheritance now,1
Act now to get tax refund,1
Confirm your {0} details,1
Verify your premium upgrade immediately,1
Verify your inheritance immediately,1
Special exclusive access just for you,1
Your {0} password expires soon,0
Meeting scheduled at Report,0
You have won personal details! Click the link now,1
June dinner tonight at home,0
Your {0} password expires soon,0
{0} notification alert,1
Urgent: Your unlimited credits will be blocked,1
Order {0} shipped,0
New opportunity for {0},1
Your {0} request approved,1
Confirm your {0} details,1
{0} notification alert,1
Payroll {0} processed,0
Training attached for last month services,0
Invoice {0} processed successfully,0
Performance {0} completed,0
Get payment confirmation with this simple trick,1
Special emergency update just for you,1
Your free vacation is about to expire,1
Your {0} subscription renewed,0
Your account requires free shipping,1
Your {0} password expires soon,0
Action required on your {0},1
Update your unusual activity now,1
Performance {0} completed,0
Performance {0} completed,0
Act now to get free vacation,1
{0} notification alert,1
Your {0} request approved,1
Calendar invitation for {0},0
Verify your tax refund immediately,1
Click here to {0},1
Q3 appointment confirmed,0
Budget {0} approved,0
Re-activate your {0} account,1
Final notice: {0} expires today,1
Don't miss out on this verification required,1
Performance {0} completed,0
Delivery {0} confirmed,0
Meeting appointment confirmed,0
Claim your free unusual activity today,1
Invoice {0} processed successfully,0
Your {0} subscription renewed,0
{0} notification alert,1
Meeting scheduled at Confirmation,0
{0} report is ready to view,0
Confirmation with colleagues at Confirmation,0
Document {0} requires your approval,0
Your {0} subscription renewed,0
Action required on your {0},1
Claim {0} within 24 hours,1
Verify your unlimited credits immediately,1
New {0} available in your account,0
Congratulations you are selected for {0},1
February newsletter from your favorite blog,0
You have won gift card! Click the link now,1
{0} report is ready to view,0
Flight {0} departure reminder,0
Hotel {0} reservation confirmed,0
Your account requires tax refund,1
Feedback appointment confirmed,0
Claim {0} within 24 hours,1
{0} report is ready to view,0
Flight {0} departure reminder,0
Action required on your {0},1
Don't miss out on this credit card,1
Report with colleagues at Report,0
Details team meeting agenda,0
Action required on your {0},1
Your {0} password expires soon,0
Hotel {0} reservation confirmed,0
Limited time offer: bank account,1
Meeting scheduled at 2pm,0
Final notice: {0} expires today,1
Team {0} scheduled for tomorrow,0
April with colleagues at April,0
